,set number,name,theme,subtheme,year,availability,pieces,retail price,value,growth,annual growth
7952,6401-1,Seaside Cabana,Town,Paradisa,1992,Retired,45  (PPP C$0.19),C$8.63,C$91.65,+961.63%,+5.95%
7953,640-2,Fire Truck and Trailer,Town,Classic,1978,Retired,45  (PPP C$0.14),C$6.25,C$792.49,+12571.17%,+12.23%
7954,6402-1,Sidewalk Café,Town,Paradisa,1994,Retired,47  (PPP C$0.20),C$9.27,C$58.59,+531.86%,+8.57%
7955,6403-1,Paradise Playground,Town,Paradisa,1993,Retired,94  (PPP C$0.18),C$16.95,C$175.58,+936.08%,+9.93%
7956,6404-1,Carriage Ride,Town,Paradisa,1996,Retired,62  (PPP C$0.18),C$11.19,C$70.60,+530.86%,+5.47%
7957,6405-1,Sunset Stables,Town,Paradisa,1992,Retired,133  (PPP C$0.15),C$20.45,C$63.95,+212.70%,+4.53%
7958,6406-1,Go-Kart,Town,Racing,1997,Retired,23  (PPP C$0.11),C$2.55,C$16.05,+530.65%,+5.65%
7959,6407-1,Fire Chief,Town,Fire,1997,Retired,26  (PPP C$0.27),C$7.02,C$38.36,+446.27%,+6.94%
7960,6409-1,Island Arcade,Town,Paradisa,1993,Retired,145  (PPP C$0.19),C$26.85,C$206.43,+668.94%,+4.98%
7961,6410-1,Cabana Beach,Town,Paradisa,1994,Retired,152  (PPP C$0.21),C$32.61,C$142.19,+335.96%,+4.78%
7962,641-1,Excavator,Town,Classic,1978,Retired,41  (PPP C$0.14),C$5.74,C$271.62,+4629.84%,+9.62%
7963,6411-1,Sand Dollar Café,Town,Paradisa,1992,Retired,168  (PPP C$0.23),C$38.05,C$402.36,+957.45%,+9.41%
7964,6414-1,Dolphin Point,Town,Paradisa,1995,Retired,207  (PPP C$0.20),C$42.19,C$477.49,+1031.65%,+5.79%
7965,6415-1,Res-Q Jet-Ski,Town,Res-Q,1998,Retired,18  (PPP C$0.14),C$2.55,C$8.17,+221.11%,+6.88%
7966,6416-1,Poolside Paradise,Town,Paradisa,1992,Retired,229  (PPP C$0.22),C$49.24,C$482.26,+879.38%,+4.95%
7967,6417-1,Show Jumping Event,Town,Paradisa,1997,Retired,36  (PPP C$0.14),C$5.10,C$61.94,+1113.78%,+5.04%
7968,6418-1,Country Club,Town,Paradisa,1996,Retired,280  (PPP C$0.19),C$53.71,C$302.41,+463.09%,+7.47%
7969,6419-1,Rolling Acres Ranch,Town,Paradisa,1992,Retired,364  (PPP C$0.16),C$58.83,C$347.90,+491.33%,+4.95%
7970,6420-1,Mail Carrier,Town,Postal,1998,Retired,12  (PPP C$0.21),C$2.55,C$52.36,+1957.29%,+9.26%
7971,642-1,Tow Truck and Car,Town,Classic,1978,Retired,44  (PPP C$0.13),C$5.74,C$816.39,+14116.04%,+12.54%
7972,642-2,Double Excavator,LEGOLAND,Vehicle,1971,Retired,33  (PPP C$0.14),C$4.46,C$379.36,+8398.85%,+9.50%
7973,6422-1,Telephone Repair,Town,Maintenance,1998,Retired,43  (PPP C$0.26),C$11.19,C$51.89,+363.66%,+5.38%
7974,6423-1,Mini Tow Truck,Town,City,2000,Retired,35  (PPP C$0.18),C$6.38,C$14.02,+119.64%,+3.86%
7975,6424-1,Rig Racers,Town,Vehicles,1998,Retired,101  (PPP C$0.25),C$25.57,C$40.67,+59.08%,+2.68%
7976,6425-1,TV Chopper,Town,City,1999,Retired,37  (PPP C$0.14),C$5.10,C$26.94,+427.82%,+3.99%
7977,6426-1,Super Cycle Center,Town,City,1998,Retired,137  (PPP C$0.28),C$38.36,C$193.55,+404.60%,+7.86%
7978,6427-1,Road Signs,Town,Accessories,1999,Retired,43  (PPP C$0.18),C$7.66,C$49.19,+542.07%,+5.10%
7979,6428-1,Wave Saver,Town,Res-Q,1998,Retired,18  (PPP C$0.14),C$2.55,C$12.82,+403.52%,+7.37%
7980,6429-1,Blaze Responder,Town,City,1999,Retired,45  (PPP C$0.37),C$16.61,C$58.97,+254.97%,+6.21%
7981,6430-1,Night Patroller,Town,Police,1991,Retired,140  (PPP C$0.23),C$31.96,C$343.19,+973.75%,+6.61%
7982,643-1,Flatbed Truck,Town,Classic,1978,Retired,39  (PPP C$0.16),C$6.25,C$179.02,+2762.37%,+8.32%
7983,6431-1,Road Rescue,Town,Res-Q,1998,Retired,48  (PPP C$0.11),C$5.10,C$21.58,+322.81%,+3.77%
7984,643-2,Mobile Crane,LEGOLAND,Vehicle,1971,Retired,35  (PPP C$0.13),C$4.46,C$215.19,+4720.92%,+8.24%
7985,6432-1,Speedway Transport,Town,City,1999,Retired,134  (PPP C$0.21),C$28.13,C$70.35,+150.11%,+4.58%
7986,6433-1,Coast Watch,Town,City,1999,Retired,90  (PPP C$0.43),C$38.36,C$63.94,+66.69%,+5.84%
7987,6434-1,Roadside Repair,Town,City,1999,Retired,210  (PPP C$0.30),C$63.94,C$88.79,+38.87%,+1.58%
7988,6435-1,Coast Guard HQ,Town,City,1999,Retired,219  (PPP C$0.39),C$84.41,C$287.26,+240.30%,+6.01%
7989,6436-1,Go-Kart,Town,Racing,1999,Retired,22  (PPP C$0.12),C$2.55,C$27.37,+975.38%,+12.71%
7990,6437-1,Beach Buggy,Town,City,1999,Retired,28  (PPP C$0.14),C$3.82,C$12.18,+218.39%,+5.55%
7991,6439-1,Mini Dumper,Town,City,1999,Retired,30  (PPP C$0.13),C$3.82,C$18.09,+372.91%,+11.61%
7992,6440-1,Jetport Fire Squad,Town,Fire,1991,Retired,159  (PPP C$0.22),C$35.17,C$324.89,+823.71%,+7.97%
7993,644-1,Double Tanker,LEGOLAND,Vehicle,1971,Retired,61  (PPP C$0.12),C$7.02,Unknown,,
7994,6441-1,Deep Sea Refuge,Town,Divers,1997,Retired,449  (PPP C$0.17),C$76.73,C$486.01,+533.42%,+9.00%
7995,644-2,Police Mobile Patrol,Town,Classic,1978,Retired,64  (PPP C$0.12),C$7.53,C$316.68,+4103.74%,+9.32%
7996,6442-1,Sting Ray Explorer,Town,Divers,1997,Retired,152  (PPP C$0.17),C$25.57,C$166.26,+550.28%,+9.18%
7997,6444-1,Outback Airstrip,Town,Outback,1997,Retired,167  (PPP C$0.15),C$25.57,C$92.65,+262.38%,+4.15%
7998,6445-1,Emergency Evac,Town,Res-Q,1998,Retired,101  (PPP C$0.10),C$10.22,C$51.16,+400.63%,+7.60%
7999,6446-1,Crane Truck,Town,City,1999,Retired,26  (PPP C$0.10),C$2.55,C$21.24,+734.67%,+10.64%
8000,6447-1,Dumper,Town,City,1999,Retired,49  (PPP C$0.08),C$3.82,C$20.67,+440.47%,+5.35%
8001,6450-1,Mobile Police Truck,Town,Police,1986,Retired,84  (PPP C$0.29),C$24.29,C$363.40,+1396.21%,+5.11%
8002,645-1,Police Helicopter,Town,Classic,1979,Retired,57  (PPP C$0.16),C$8.89,C$195.29,+2096.98%,+7.83%
8003,6451-1,River Response,Town,Res-Q,1998,Retired,153  (PPP C$0.17),C$25.57,C$117.07,+357.88%,+9.07%
8004,645-2,Milk Truck with Trailer,LEGOLAND,Vehicle,1971,Retired,57  (PPP C$0.10),C$5.74,C$173.94,+2928.95%,+7.21%
8005,6452-1,Mini Rocket Launcher,Town,Space Port,1999,Retired,32  (PPP C$0.12),C$3.82,C$31.23,+716.72%,+8.77%
8006,6453-1,Com-Link Cruiser,Town,Space Port,1999,Retired,60  (PPP C$0.13),C$7.66,C$35.68,+365.78%,+7.47%
8007,6454-1,Countdown Corner,Town,Space Port,1999,Retired,133  (PPP C$0.19),C$25.57,C$92.64,+262.33%,+7.79%
8008,6455-1,Space Simulation Station,Town,Space Port,1999,Retired,245  (PPP C$0.16),C$38.36,C$115.29,+200.57%,+4.61%
8009,6456-1,Mission Control,Town,Space Port,1999,Retired,494  (PPP C$0.21),C$102.31,C$295.22,+188.56%,+6.55%
8010,6457-1,Astronaut Figure,Town,Space Port,1999,Retired,18  (PPP C$0.14),C$2.55,C$38.37,+1407.54%,+10.43%
8011,6458-1,Satellite with Astronaut,Town,Space Port,1999,Retired,32  (PPP C$0.12),C$3.82,C$47.28,+1136.45%,+9.84%
8012,6459-1,Fuel Truck,Town,Space Port,1999,Retired,112  (PPP C$0.17),C$19.17,C$53.64,+179.79%,+4.37%
8013,646-1,Auto Service,Town,Classic,1979,Retired,43  (PPP C$0.12),C$5.05,C$244.23,+4734.18%,+9.93%
8014,6461-1,Surveillance Chopper,Town,Space Port,1999,Retired,30  (PPP C$0.13),C$3.82,C$14.87,+288.96%,+4.06%
8015,646-2,Mobile Site Office,LEGOLAND,Vehicle,1971,Retired,51  (PPP C$0.21),C$10.86,Unknown,,
8016,6462-1,Aerial Recovery,Town,Res-Q,1998,Retired,194  (PPP C$0.16),C$31.96,C$205.80,+543.90%,+11.17%
8017,6463-1,Lunar Rover,Town,Space Port,1999,Retired,36  (PPP C$0.14),C$5.10,C$25.44,+398.50%,+3.99%
8018,6464-1,Super Rescue Complex,Town,City,1999,Retired,334  (PPP C$0.29),C$97.19,C$575.49,+492.12%,+10.30%
8019,6465-1,Space Port Jet,Town,Space Port,1999,Retired,66  (PPP C$0.19),C$12.78,C$31.98,+150.25%,+5.13%
8020,6467-1,Power Pitstop,Town,City,1999,Retired,66  (PPP C$0.19),C$12.78,C$30.57,+139.24%,+4.24%
8021,6468-1,Tow-n-Go Value Pack,Town,City,1999,Retired,50  (PPP C$0.18),C$8.94,C$11.11,+24.32%,+1.04%
8022,6469-1,Space Port Value Pack,Town,Value Packs,1999,Retired,130  (PPP C$0.10),C$12.78,C$86.96,+580.58%,+5.92%
8023,6470-1,Mini Dump Truck,Town,City,2000,Retired,25  (PPP C$0.15),C$3.82,C$15.35,+301.34%,+7.20%
8024,647-1,Lorry With Girders,LEGOLAND,Vehicle,1971,Retired,52  (PPP C$0.11),C$5.74,C$159.91,+2684.63%,+7.03%
8025,6471-1,4WD Police Patrol,Town,City,2000,Retired,30  (PPP C$0.21),C$6.38,C$18.58,+191.18%,+8.45%
8026,6472-1,Gas N' Wash Express,Town,Shops and Services,2001,Retired,470  (PPP C$0.14),C$63.94,C$409.24,+540.07%,+7.56%
8027,6473-1,Res-Q Cruiser,Town,Res-Q,1998,Retired,305  (PPP C$0.15),C$44.75,C$187.25,+318.41%,+7.91%
8028,6474-1,4-Wheeled Front Shovel,Town,City,2000,Retired,52  (PPP C$0.17),C$8.94,C$19.97,+123.32%,+4.51%
8029,6477-1,Fire Fighters' Lift Truck,Town,City,2000,Retired,114  (PPP C$0.22),C$25.57,C$52.90,+106.90%,+3.57%
8030,6478-1,Fire Fighters' HQ,Town,City,2000,Retired,237  (PPP C$0.27),C$63.94,C$112.71,+76.28%,+2.37%
8031,6479-1,Emergency Response Center,Town,Res-Q,1998,Retired,423  (PPP C$0.18),C$76.73,C$326.46,+325.49%,+6.34%
8032,6480-1,Hook and Ladder Truck,Town,Fire,1986,Retired,118  (PPP C$0.22),C$25.57,C$381.00,+1390.20%,+5.88%
8033,648-1,Service Station,LEGOLAND,Building,1971,Retired,55  (PPP C$0.02),C$1.27,C$607.77,+47898.99%,+13.41%
8034,6481-1,Construction Crew,Town,Construction,1989,Retired,169  (PPP C$0.20),C$34.52,C$304.84,+783.07%,+5.25%
8035,6482-1,Rescue Helicopter,Town,Rescue,1989,Retired,198  (PPP C$0.23),C$44.75,C$291.54,+551.44%,+3.38%
8036,6483-1,Coastal Patrol,Town,Police,1994,Retired,243  (PPP C$0.25),C$61.38,C$314.52,+412.42%,+6.60%
8037,6484-1,F1 Hauler,Town,Rescue,1995,Retired,269  (PPP C$0.24),C$63.31,C$316.80,+400.38%,+4.79%
8038,6486-1,Fire Engine,Town,Fire,1997,Retired,66  (PPP C$0.19),C$12.78,C$46.50,+263.96%,+6.06%
8039,6487-1,Mountain Rescue,Town,Outback,1997,Retired,68  (PPP C$0.11),C$7.66,C$50.67,+561.44%,+7.26%
8040,6489-1,Seaside Holiday Cottage,Town,Paradisa,1997,Retired,86  (PPP C$0.20),C$16.95,C$284.65,+1579.70%,+8.42%
8041,6490-1,Amazon Crossing,Town,Outback,1997,Retired,116  (PPP C$0.17),C$19.17,C$431.66,+2151.50%,+14.42%
8042,649-1,Low Loader Excavator,LEGOLAND,Vehicle,1972,Retired,35  (PPP C$0.16),C$5.74,C$106.05,+1746.77%,+6.27%
8043,6491-1,Rocket Racer,Time Cruisers,,1996,Retired,58  (PPP C$0.10),C$5.74,C$36.90,+542.54%,+8.07%
8044,6492-1,Hypno Cruiser,Time Cruisers,,1996,Retired,157  (PPP C$0.18),C$28.13,C$158.60,+463.89%,+4.71%
8045,6493-1,Flying Time Vessel,Time Cruisers,,1996,Retired,237  (PPP C$0.24),C$56.28,C$127.84,+127.16%,+3.21%
8046,6494-1,Magic Mountain Time Lab,Time Cruisers,,1996,Retired,504  (PPP C$0.16),C$81.84,C$378.17,+362.07%,+5.75%
8047,6495-1,Time Tunnelator,Time Cruisers,Time Twisters,1997,Retired,81  (PPP C$0.16),C$12.78,C$68.55,+436.54%,+5.18%
8048,6499-1,Time Tunnelator,Time Cruisers,Time Twisters,1997,Retired,81  (PPP C$0.16),C$12.78,C$68.55,+436.54%,+5.66%
8049,6496-1,Whirling Time Warper,Time Cruisers,Time Twisters,1997,Retired,152  (PPP C$0.19),C$28.13,C$261.96,+831.42%,+8.76%
8050,6497-1,Twisted Time Train,Time Cruisers,Time Twisters,1997,Retired,300  (PPP C$0.16),C$49.24,C$135.47,+175.12%,+4.11%
8051,6498-1,Go-Kart,Town,Racing,1999,Retired,22  (PPP C$0.12),C$2.55,C$11.31,+344.22%,+3.92%
8052,650-1,Car with Trailer and Racing Car,LEGOLAND,Vehicle,1972,Retired,40  (PPP C$0.18),C$7.02,C$174.98,+2391.99%,+6.93%
8053,6501-1,Sport Convertible,Town,Vehicles,1987,Retired,30  (PPP C$0.14),C$4.16,C$82.11,+1875.38%,+5.34%
8054,6502-1,Turbo Racer,Town,Racing,1987,Retired,24  (PPP C$0.16),C$3.82,C$48.92,+1179.26%,+5.03%
8055,6503-1,Sprint Racer,Town,Racing,1988,Retired,32  (PPP C$0.08),C$2.55,C$63.98,+2413.57%,+10.05%
8056,6504-1,Tractor,Town,Construction,1988,Retired,25  (PPP C$0.13),C$3.18,C$111.66,+3406.02%,+8.31%
8057,6505-1,Fire Chief's Car,Town,Fire,1988,Retired,29  (PPP C$0.20),C$5.74,C$88.43,+1439.87%,+5.89%
8058,6506-1,Precinct Cruiser,Town,Police,1989,Retired,32  (PPP C$0.08),C$2.55,C$115.60,+4441.71%,+11.71%
8059,65062-1,Racers Turbo Pack,Racers,Value Packs,2002,Retired,87  (PPP C$0.15),C$12.78,C$28.48,+122.92%,+4.56%
8060,6507-1,Mini Dumper,Town,Construction,1989,Retired,30  (PPP C$0.11),C$3.18,C$52.13,+1536.95%,+5.47%
8061,65071-1,Bionicle Dual Pack Lehvak & Pahrak,Bionicle,Value Packs,2002,Retired,82  (PPP C$0.20),C$16.61,C$101.28,+509.62%,+10.57%
8062,6508-1,Wave Racer,Town,Boats,1990,Retired,37  (PPP C$0.10),C$3.82,C$43.46,+1036.45%,+9.24%
8063,65081-1,R2-D2 / C-3PO Droid Collectors Set,Star Wars,Value Packs,2002,Retired,581  (PPP C$0.09),C$51.15,C$261.66,+411.58%,+6.11%
8064,6509-1,Red Devil Racer,Town,Racing,1991,Retired,39  (PPP C$0.07),C$2.55,C$31.23,+1127.14%,+5.82%
8065,6510-1,Mud Runner,Town,Vehicles,1991,Retired,34  (PPP C$0.12),C$4.16,C$41.63,+901.54%,+5.64%
8066,651-1,Tow Truck and Car,LEGOLAND,Vehicle,1972,Retired,40  (PPP C$0.18),C$7.02,C$204.76,+2816.03%,+7.28%
8067,6511-1,Rescue Runabout,Town,Fire,1992,Retired,38  (PPP C$0.24),C$8.94,C$29.16,+226.18%,+5.97%
8068,6512-1,Landscape Loader,Town,Construction,1992,Retired,37  (PPP C$0.11),C$4.16,C$35.77,+760.62%,+8.00%
8069,6513-1,Glade Runner,Town,Boats,1993,Retired,31  (PPP C$0.13),C$4.16,C$31.96,+668.92%,+6.33%
8070,6514-1,Trail Ranger,Town,Vehicles,1994,Retired,36  (PPP C$0.12),C$4.16,C$34.12,+720.92%,+4.98%
8071,65145-1,X-wing Fighter / TIE Fighter & Y-wing Collectors Set,Star Wars,Value Packs,2002,Retired,677  (PPP C$0.09),C$63.94,C$422.59,+560.95%,+11.07%
8072,6515-1,Stunt Copter,Town,Flight,1994,Retired,35  (PPP C$0.12),C$4.16,C$37.81,+809.54%,+7.70%
8073,65153-1,Jango Fett's Slave I with Bonus Cargo Case,Star Wars,Value Packs,2002,Retired,360  (PPP C$0.18),C$63.94,"C$1,153.24",+1703.70%,+8.58%
8074,6516-1,Moon Walker,Town,Launch Command,1995,Retired,34  (PPP C$0.11),C$3.82,C$30.85,+706.69%,+6.75%
8075,6517-1,Water Jet,Town,Leisure,1996,Retired,29  (PPP C$0.13),C$3.82,C$23.12,+504.68%,+5.22%
8076,6518-1,Baja Buggy,Town,Coastguard,1996,Retired,37  (PPP C$0.12),C$4.46,C$25.08,+461.89%,+5.34%
8077,65182-1,Slammer Stadium,Sports,Value Packs,2003,Retired,22  (PPP C$2.32),C$51.15,C$226.15,+342.16%,+7.92%
8078,6519-1,Turbo Tiger,Town,Race,2000,Retired,47  (PPP C$0.14),C$6.38,C$24.60,+285.37%,+4.02%
8079,6520-1,Mobile Outpost,Town,Arctic,2000,Retired,218  (PPP C$0.18),C$38.36,C$445.53,+1061.52%,+14.79%
8080,6521-1,Emergency Repair Truck,Town,Maintenance,1987,Retired,58  (PPP C$0.10),C$6.08,C$246.07,+3950.32%,+6.28%
8081,652-2,Forklift with Trailer,LEGOLAND,Vehicle,1972,Retired,1,,C$219.67,,
8082,6522-1,Highway Patrol,Town,Police,1987,Retired,30  (PPP C$0.08),C$2.55,C$110.86,+4255.78%,+12.31%
8083,65221-1,Street Basketball with Spalding Mini-basketball,Sports,Value Packs,2003,Retired,186  (PPP C$0.21),C$38.36,C$329.98,+760.29%,+13.51%
8084,6523-1,Red Cross,Town,Medical,1987,Retired,51  (PPP C$0.07),C$3.70,C$113.68,+2975.43%,+8.08%
8085,6524-1,Blizzard Blazer,Town,Maintenance,1988,Retired,50  (PPP C$0.10),C$5.10,C$134.74,+2540.35%,+6.82%
8086,6525-1,Blaze Commander,Town,Fire,1995,Retired,50  (PPP C$0.11),C$5.74,C$32.60,+467.71%,+5.33%
8087,6526-1,Red Line Racer,Town,Racing,1989,Retired,47  (PPP C$0.11),C$5.10,C$58.16,+1039.60%,+7.78%
8088,6527-1,Tipper Truck,Town,Construction,1989,Retired,43  (PPP C$0.13),C$5.74,C$83.30,+1350.56%,+7.71%
8089,65277-1,Bionicle Rahkshi Kaita Za Pack,Bionicle,Value Packs,2003,Retired,162  (PPP C$0.20),C$31.96,C$45.98,+43.86%,+6.00%
8090,6528-1,Sand Storm Racer,Town,Vehicles,1989,Retired,39  (PPP C$0.12),C$4.80,C$44.88,+835.73%,+7.49%
8091,6529-1,Ultra Lite I,Town,Flight,1990,Retired,35  (PPP C$0.15),C$5.10,C$79.05,+1449.12%,+9.90%
8092,65295-1,Bionicle Twin-pack with Gold Mask,Bionicle,Value Packs,2003,Retired,50  (PPP C$0.20),C$10.22,C$156.03,+1426.78%,+17.40%
8093,65296-1,Bionicle Twin-pack with Gold Mask,Bionicle,Value Packs,2003,Retired,50  (PPP C$0.20),C$10.22,C$146.66,+1335.17%,+16.98%
8094,65297-1,Bionicle Twin-pack with Gold Mask,Bionicle,Value Packs,2003,Retired,50  (PPP C$0.20),C$10.22,C$99.58,+874.47%,+14.34%
8095,6530-1,Sport Coupe,Town,Vehicles,1990,Retired,43  (PPP C$0.10),C$4.16,C$96.03,+2210.15%,+9.60%
8096,653-1,Ambulance and Helicopter,LEGOLAND,Vehicle,1973,Retired,37  (PPP C$0.19),C$7.02,C$117.13,+1568.12%,+6.18%
8097,6531-1,Flame Chaser,Town,Fire,1991,Retired,55  (PPP C$0.17),C$9.58,C$72.30,+654.74%,+5.35%
8098,6532-1,Diesel Dumper,Town,Construction,1991,Retired,46  (PPP C$0.15),C$7.02,C$101.81,+1349.91%,+7.11%
8099,6533-1,Police 4x4,Town,Police,1992,Retired,62  (PPP C$0.09),C$5.76,C$66.41,+1053.78%,+7.83%
8100,6534-1,Beach Bandit,Town,Leisure,1992,Retired,44  (PPP C$0.14),C$6.08,C$29.54,+386.32%,+5.37%
8101,6535-1,Dumper,Town,Construction,1995,Retired,42  (PPP C$0.14),C$5.74,C$37.99,+561.47%,+6.83%
8102,6536-1,Aero Hawk,Town,Flight,1993,Retired,48  (PPP C$0.12),C$5.74,C$24.29,+322.94%,+10.09%
8103,6537-1,Hydro Racer,Town,Boats,1994,Retired,50  (PPP C$0.11),C$5.74,C$35.68,+521.38%,+4.32%
8104,6538-1,Rebel Roadster,Town,Vehicles,1994,Retired,57  (PPP C$0.10),C$5.74,C$45.24,+687.75%,+9.09%
8105,6539-1,Victory Cup Racers,Town,Racing,1993,Retired,458  (PPP C$0.12),C$53.71,C$334.34,+522.55%,+7.01%
8106,6540-1,Pier Police,Town,Police,1991,Retired,352  (PPP C$0.16),C$56.28,C$515.31,+815.68%,+7.94%
8107,654-1,Crane Truck,LEGOLAND,,1973,Retired,36  (PPP C$0.04),C$1.27,C$143.31,+11218.18%,+10.57%
8108,6541-1,Intercoastal Seaport,Town,Boats,1991,Retired,545  (PPP C$0.15),C$81.54,C$639.01,+683.72%,+7.47%
8109,6542-1,Launch & Load Seaport,Town,Boats,1991,Retired,"1,080  (PPP C$0.11)",C$114.47,"C$1,996.39",+1644.02%,+11.87%
8110,6543-1,Sail N' Fly Marina,Town,Boats,1994,Retired,709  (PPP C$0.15),C$108.70,C$589.20,+442.03%,+6.66%
8111,6544-1,Shuttle Transcon 2,Town,Launch Command,1995,Retired,342  (PPP C$0.14),C$49.24,C$404.80,+722.08%,+8.80%
8112,6545-1,Search N' Rescue,Town,Police,1996,Retired,286  (PPP C$0.12),C$33.89,C$255.74,+654.53%,+6.51%
8113,6546-1,Slick Racer,Town,Racing,1996,Retired,39  (PPP C$0.13),C$5.10,C$31.63,+519.80%,+5.47%
8114,65468-1,Bionicle Co-Pack C,Bionicle,Value Packs,2004,Retired,95  (PPP C$0.17),C$16.61,C$115.62,+595.92%,+12.90%
8115,6547-1,Fun Fair,Town,Paradisa,1997,Retired,193  (PPP C$0.18),C$35.17,C$447.59,+1172.55%,+6.04%
8116,6548-1,Octan Gas Station,Town,City,1997,Retired,125  (PPP C$0.25),C$30.68,C$127.84,+316.63%,+6.81%
8117,6549-1,Roadblock Runners,Town,Vehicles,1997,Retired,183  (PPP C$0.21),C$38.36,C$91.67,+138.98%,+2.45%
8118,6550-1,Outback Racer,Town,Outback,1997,Retired,49  (PPP C$0.10),C$5.10,C$32.56,+538.10%,+6.21%
8119,655-1,Mobile Hydraulic Joist,LEGOLAND,,1973,Retired,36  (PPP C$0.04),C$1.27,C$352.47,+27736.36%,+12.71%
8120,6551-1,Checkered Flag 500,Town,Racing,1992,Retired,193  (PPP C$0.18),C$33.89,C$201.98,+495.92%,+7.83%
8121,65514-1,Bionicle Vahki/Matortan Club Co-P,Bionicle,Value Packs,2004,Retired,150  (PPP C$0.26),C$38.36,C$241.95 Low accuracy,+530.79%,
8122,65515-1,Bionicle Vahki/Matortan Club Co-P,Bionicle,Value Packs,2004,Retired,153  (PPP C$0.17),C$25.57,C$161.28 Low accuracy,+530.79%,
8123,65517-1,Duplo Dora The Explorer Club Co-Pack,Duplo,Value Packs,2004,Retired,29  (PPP C$0.88),C$25.57,C$659.49,+2479.44%,+22.54%
8124,65518-1,Spider-Man Club Co-Pack,Spider-Man,Value Packs,2004,Retired,310  (PPP C$0.12),C$38.36,C$501.51,+1207.47%,+17.44%
8125,6552-1,Rocky River Retreat,Town,Leisure,1993,Retired,241  (PPP C$0.16),C$38.05,C$242.40,+537.04%,+7.10%
8126,65524-1,Motorised Hogwarts Express Super Pack,Harry Potter,Value Packs,2004,Retired,724  (PPP C$0.11),C$76.73,"C$1,654.13",+2055.86%,+21.17%
8127,65527-1,Castle Value Pack,Castle,Value Packs,2004,Retired,370  (PPP C$0.14),C$51.15,C$297.20,+481.07%,+11.63%
8128,6553-1,Crisis News Crew,Town,Outback,1997,Retired,136  (PPP C$0.11),C$15.34,C$116.66,+660.72%,+5.99%
8129,65535-1,X-Pod Play Off Game Pack,Creator,X-Pod,2004,Retired,219  (PPP C$0.12),C$25.57,C$95.91,+275.14%,+7.84%
8130,65537-1,Classic Freight Train,Trains,Value Packs,2004,Retired,608  (PPP C$0.17),C$102.31,"C$1,979.99",+1835.34%,+20.36%
8131,6554-1,Blaze Brigade,Town,Fire,1997,Retired,255  (PPP C$0.22),C$56.28,C$288.48,+412.61%,+5.25%
8132,65542-1,Clikits Clik'n Store Co-Pack A-1,Clikits,Value Packs,2004,Retired,48  (PPP C$0.19),C$8.94,C$21.06 Low accuracy,+135.53%,
8133,65545-1,Special Edition Ta-Metru Collector's Pack,Bionicle,Value Packs,2004,Retired,75  (PPP C$0.14),C$10.22,C$148.39,+1352.07%,+18.22%
8134,65549-1,Bionicle Vahki 3-Pack Non-Clamshell B,Bionicle,Value Packs,2004,Retired,96  (PPP C$0.33),C$31.96,C$201.61 Low accuracy,+530.79%,
8135,6555-1,Sea Hunter,Town,Divers,1997,Retired,30  (PPP C$0.19),C$5.74,C$51.10,+789.76%,+9.41%
8136,6556-1,Scuba Squad,Town,Divers,1997,Retired,77  (PPP C$0.15),C$11.19,C$44.70,+299.43%,+5.31%
8137,6557-1,Treasure Hunters,Town,Divers,1997,Retired,150  (PPP C$0.19),C$28.13,C$383.67,+1264.17%,+12.06%
8138,65572-1,Spider-Man Combined Set,Spider-Man,Value Packs,2004,Retired,"1,022  (PPP C$0.25)",C$255.79,"C$5,111.95",+1898.51%,+20.60%
8139,65573-1,Rumble Racers,Racers,Value Packs,2005,Retired,310  (PPP C$0.08),C$25.57,C$213.38,+734.57%,+15.21%
8140,65579-1,Knights' Kongdom Heros A,Castle,Value Packs,2004,Retired,87  (PPP C$0.22),C$19.17,C$190.66,+894.46%,+15.45%
8141,65580-1,Knights' Kongdom Heros B,Castle,Value Packs,2004,Retired,94  (PPP C$0.20),C$18.53,C$97.38,+425.47%,+10.93%
8142,6558-1,Shark Cage Cove,Town,Divers,1997,Retired,187  (PPP C$0.21),C$38.36,C$119.16,+210.67%,+4.60%
8143,6559-1,Deep Sea Bounty,Town,Divers,1997,Retired,348  (PPP C$0.16),C$56.28,C$329.62,+485.73%,+4.50%
8144,6560-1,Diving Expedition Explorer,Town,Divers,1997,Retired,471  (PPP C$0.21),C$101.04,C$607.51,+501.25%,+7.85%
8145,656-1,Car and Caravan,LEGOLAND,,1974,Retired,52  (PPP C$0.04),C$1.92,C$193.99,+10011.33%,+10.56%
8146,6561-1,Hot Rod Club,Town,Vehicles,1994,Retired,237  (PPP C$0.14),C$33.89,C$703.39,+1975.28%,+8.79%
8147,6562-1,Gas Stop Shop,Town,Shops and Services,1995,Retired,221  (PPP C$0.14),C$30.68,C$176.03,+473.70%,+5.60%
8148,6563-1,Gator Landing,Town,Leisure,1996,Retired,233  (PPP C$0.15),C$35.17,C$163.07,+363.64%,+3.49%
8149,6564-1,Recycle Truck,Town,Maintenance,1997,Retired,35  (PPP C$0.26),C$9.27,C$31.71,+241.93%,+5.66%
8150,65642-1,The Grand Tournament with sword and shield,Castle,Value Packs,2005,Retired,312  (PPP C$0.12),C$38.36,C$85.63 Low accuracy,+123.25%,
8151,6565-1,Construction Crew,Town,Construction,1997,Retired,78  (PPP C$0.27),C$21.10,C$63.66,+201.64%,+6.81%
