0,1,2,3
6826-1,77,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4 / 5 → 80 / 100
6827-1,67,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.6 / 5 → 72 / 100
6828-1,77,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 79 / 100 → 79 / 100
6829-1,69,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.19, which is better.",Recommendation: meh 86 / 100 → 86 / 100
6830-1,76,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
683-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
6831-1,75,"Average PPP for System in 1989 is 0.31. PPP for this set is 0.19, which is better.",Recommendation: meh 76 / 100 → 76 / 100
6832-1,73,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 74 / 100 → 74 / 100
6833-1,84,"Average PPP for System in 1990 is 0.64. PPP for this set is 0.16, which is better.",Recommendation: yes 30 / 30 → 100 / 100
6834-1,74,"Average PPP for System in 1993 is 0.23. PPP for this set is 0.12, which is better.",Recommendation: meh 3.8 / 5 → 76 / 100
6835-1,73,"Average PPP for System in 1994 is 0.21. PPP for this set is 0.16, which is better.",Recommendation: meh 76 / 100 → 76 / 100
6836-1,67,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.16, which is better.",Recommendation: no 3.6 / 5 → 72 / 100
6837-1,60,"Average PPP for System in 1998 is 0.2. PPP for this set is 0.22, which is worse.",Recommendation: no 3.6 / 5 → 72 / 100
684-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 65 / 100 → 65 / 100
6841-1,77,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
6842-1,60,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 72 / 100 → 72 / 100
6844-1,76,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
6845-1,75,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
6846-1,83,"Average PPP for System in 1984 is 0.2. PPP for this set is 0.15, which is better.",Recommendation: yes 4.2 / 5 → 84 / 100
6847-1,78,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 80 / 100 → 80 / 100
6848-1,73,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
6848-2,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 67 / 100 → 67 / 100
6849-1,76,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.1 / 5 → 82 / 100
6850-1,79,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 82 / 100 → 82 / 100
685-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
6851-1,67,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 69 / 100 → 69 / 100
6852-1,65,"Average PPP for System in 1993 is 0.23. PPP for this set is 0.18, which is better.",Recommendation: meh 73 / 100 → 73 / 100
6854-1,72,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.18, which is better.",Recommendation: meh 8 / 10 → 80 / 100
6856-1,63,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.16, which is better.",Recommendation: no 3.6 / 5 → 72 / 100
6857-1,86,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.12, which is better.",Recommendation: yes 98 / 100 → 98 / 100
6858-1,78,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.17, which is worse.",Recommendation: yes 47 / 50 → 94 / 100
6860-1,86,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.11, which is better.",Recommendation: yes 9.7 / 10 → 97 / 100
686-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
6861-1,87,"Average PPP for System in 1980 is 1.58. PPP for this set is 0.22, which is better.",Recommendation: yes 90 / 100 → 90 / 100
6861-2,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 80 / 100 → 80 / 100
6862-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 80 / 100 → 80 / 100
6862-2,83,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.11, which is better.",Recommendation: yes 4.5 / 5 → 90 / 100
6863-1,81,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.14, which is better.",Recommendation: meh 87 / 100 → 87 / 100
6864-1,82,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.1, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
6865-1,74,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.2, which is worse.",Recommendation: meh 4.3 / 5 → 86 / 100
6866-1,86,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.11, which is better.",Recommendation: yes 9 / 10 → 90 / 100
6867-1,79,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.12, which is better.",Recommendation: yes 9 / 10 → 90 / 100
6868-1,76,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.14, which is better.",Recommendation: no 4.1 / 5 → 82 / 100
6869-1,78,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.11, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
6870-1,79,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 82 / 100 → 82 / 100
687-1,66,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
6871-1,79,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4 / 5 → 80 / 100
6872-1,85,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.3 / 5 → 86 / 100
6873-1,85,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.11, which is better.",Recommendation: yes 5 / 5 → 100 / 100
6874-1,72,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.7 / 5 → 74 / 100
6875-1,75,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
6876-1,85,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 90 / 100 → 90 / 100
6877-1,75,"Average PPP for System in 1990 is 0.64. PPP for this set is 0.2, which is better.",Recommendation: meh 35 / 40 → 88 / 100
6878-1,70,"Average PPP for System in 1991 is 0.24. PPP for this set is 0.23, which is better.",Recommendation: meh 4 / 5 → 80 / 100
6879-1,89,"Average PPP for System in 1993 is 0.23. PPP for this set is 0.18, which is better.",Recommendation: yes 10 / 10 → 100 / 100
6880-1,80,"Average PPP for System in 1982 is 0.46. PPP for this set is 0.24, which is better.",Recommendation: yes 81 / 100 → 81 / 100
688-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 76 / 100 → 76 / 100
6881-1,82,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 82 / 100 → 82 / 100
6882-1,70,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 79 / 100 → 79 / 100
6883-1,72,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.7 / 5 → 74 / 100
6884-1,73,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
6885-1,73,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 78 / 100 → 78 / 100
6886-1,90,"Average PPP for System in 1989 is 0.31. PPP for this set is 0.21, which is better.",Recommendation: yes 93 / 100 → 93 / 100
6887-1,84,"Average PPP for System in 1991 is 0.24. PPP for this set is 0.15, which is better.",Recommendation: yes 4.3 / 5 → 86 / 100
6889-1,74,"Average PPP for System in 1994 is 0.21. PPP for this set is 0.16, which is better.",Recommendation: meh 3.9 / 5 → 78 / 100
6890-1,87,"Average PPP for System in 1982 is 0.46. PPP for this set is 0.26, which is better.",Recommendation: yes 87 / 100 → 87 / 100
689-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 74 / 100 → 74 / 100
6891-1,88,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.4 / 5 → 88 / 100
6892-1,70,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.5 / 5 → 70 / 100
6893-1,78,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.2 / 5 → 84 / 100
6894-1,90,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 38 / 40 → 95 / 100
6895-1,86,"Average PPP for System in 1989 is 0.31. PPP for this set is 0.21, which is better.",Recommendation: yes 90 / 100 → 90 / 100
6896-1,85,"Average PPP for System in 1990 is 0.64. PPP for this set is 0.23, which is better.",Recommendation: yes 36.5 / 40 → 91 / 100
6897-1,79,"Average PPP for System in 1992 is 0.38. PPP for this set is 0.27, which is better.",Recommendation: yes 87 / 100 → 87 / 100
6898-1,85,"Average PPP for System in 1993 is 0.23. PPP for this set is 0.19, which is better.",Recommendation: yes 4.4 / 5 → 88 / 100
6899-1,64,"Average PPP for System in 1996 is 0.28. PPP for this set is 0.15, which is better.",Recommendation: meh 3.9 / 5 → 78 / 100
6900-1,75,"Average PPP for System in 1997 is 0.24. PPP for this set is 0.3, which is worse.",Recommendation: meh 4.1 / 5 → 82 / 100
690-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 77 / 100 → 77 / 100
6901-1,81,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 81 / 100 → 81 / 100
6901-2,64,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.4 / 5 → 68 / 100
6902-1,Unknown,"Average PPP for System in 1998 is 0.2. PPP for this set is 0.16, which is better.",Recommendation: no 51 / 100 → 51 / 100
6903-1,58,"Average PPP for System in 1998 is 0.2. PPP for this set is 0.19, which is better.",Recommendation: no 3.6 / 5 → 72 / 100
6905-1,67,"Average PPP for System in 1998 is 0.2. PPP for this set is 0.2, which is average.",Recommendation: meh 4 / 5 → 80 / 100
6907-1,73,"Average PPP for System in 1998 is 0.2. PPP for this set is 0.36, which is worse.",Recommendation: meh 4.1 / 5 → 82 / 100
6909-1,Unknown,"Average PPP for System in 1998 is 0.2. PPP for this set is 0.33, which is worse.",Recommendation: no 50 / 100 → 50 / 100
6910-1,72,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.1, which is better.",Recommendation: yes 5 / 5 → 100 / 100
691-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 77 / 100 → 77 / 100
