,0,1,2
7254,66432-1,CA $288.62,-
7255,66433-1,CA $245.04,-
7256,6644-1,CA $130.62,CA $15.87
7257,66444-1,CA $320.91,-
7258,66449-1,CA $196.14,-
7259,66450-1,CA $92.98,-
7260,6645-1,CA $195.90,CA $19.92
7261,66453-1,CA $97.94,-
7262,66455-1,CA $200.95,CA $97.14
7263,66456-1,-,CA $304.71
7264,6646-1,CA $156.72,CA $10.21
7265,6647-1,CA $300.00,CA $13.73
7266,66473-1,CA $838.69,-
7267,66475-1,CA $231.14,-
7268,66476-1,CA $89.36,-
7269,66478-1,CA $80.06,-
7270,66479-1,CA $336.24,-
7271,6648-1,CA $43.97,CA $11.83
7272,6648-2,CA $390.24,CA $24.86
7273,6649-1,CA $73.91,CA $16.62
7274,66491-1,CA $215.35,-
7275,66492-1,CA $125.88,-
7276,66493-1,CA $634.83,CA $744.44
7277,66494-1,CA $161.39,-
7278,66495-1,CA $369.25,-
7279,66500-1,-,CA $32.10
7280,6650-1,CA $221.30,CA $11.71
7281,6651-1,CA $460.54,CA $16.42
7282,66512-1,CA $925.00,CA $396.29
7283,66514-1,CA $86.68,-
7284,66515-1,CA $155.85,-
7285,6652-1,CA $172.37,CA $8.84
7286,66521-1,-,-
7287,66522-1,CA $164.56,-
7288,66523-1,CA $163.45,-
7289,6653-1,CA $256.83,CA $13.37
7290,66533-1,CA $78.34,CA $78.34
7291,66534-1,CA $67.48,-
7292,66535-1,CA $116.38,-
7293,66536-1,CA $390.24,CA $65.61
7294,66537-1,CA $68.30,-
7295,66538-1,CA $270.20,-
7296,66539-1,CA $108.56,-
7297,66540-1,CA $115.29,-
7298,6654-1,CA $202.24,CA $18.34
7299,66541-1,CA $87.41,-
7300,66542-1,CA $75.00,-
7301,66543-1,CA $54.43,-
7302,66546-1,CA $73.43,-
7303,66550-1,CA $60.94,-
7304,6655-1,CA $162.45,CA $17.49
7305,66555-1,CA $78.99,-
7306,66556-1,CA $78.99,-
7307,66558-1,CA $59.72,-
7308,66559-1,CA $82.40,-
7309,6656-1,CA $126.64,CA $11.05
7310,6657-1,CA $260.78,CA $12.80
7311,6658-1,CA $731.30,CA $12.38
7312,6659-1,CA $452.42,CA $13.37
7313,66591-1,CA $74.67,-
7314,66596-1,CA $79.60,-
7315,66597-1,CA $64.80,-
7316,6660-1,CA $125.56,CA $13.07
7317,6661-1,CA $200.12,CA $16.54
7318,6662-1,CA $105.94,CA $19.12
7319,6663-1,CA $196.19,CA $12.16
7320,66635-1,CA $46.87,-
7321,6664-1,-,CA $13.95
7322,66642-1,CA $48.15,-
7323,66643-1,CA $62.66,-
7324,66648-1,CA $88.72,-
7325,66649-1,CA $51.63,-
7326,66650-1,CA $49.10,-
7327,6665-1,CA $58.17,CA $14.54
7328,66651-1,CA $57.50,-
7329,6666-1,CA $145.96,CA $29.71
7330,6667-1,-,CA $22.21
7331,6668-1,CA $188.34,CA $19.17
7332,6669-1,CA $78.48,CA $15.72
7333,6670-1,CA $62.77,CA $16.05
7334,6671-1,CA $268.18,CA $21.53
7335,6672-1,CA $281.69,CA $14.87
7336,6673-1,CA $513.74,CA $20.12
7337,6674-1,CA $320.01,CA $20.57
7338,6675-1,CA $642.18,CA $18.71
7339,6676-1,"CA $1,027.49",CA $25.09
7340,6677-1,CA $188.34,CA $24.10
7341,6678-1,-,CA $12.39
7342,6679-1,CA $186.77,CA $12.20
7343,6679-2,-,CA $55.63
7344,6680-1,-,CA $22.14
7345,6681-1,CA $177.03,CA $18.47
7346,6682-1,CA $202.48,CA $27.69
7347,6683-1,-,CA $44.39
7348,6684-1,CA $486.19,CA $18.26
7349,6685-1,CA $238.57,CA $18.44
7350,6686-1,CA $867.78,CA $16.12
7351,6687-1,CA $146.18,CA $18.26
7352,6688-1,CA $193.84,CA $25.48
7353,6689-1,-,CA $34.77
7354,6690-1,CA $513.21,CA $21.58
7355,6691-1,-,CA $18.87
7356,6692-1,"CA $1,088.33",CA $64.61
7357,6693-1,CA $982.38,CA $32.81
7358,6694-1,CA $447.32,CA $22.20
7359,6695-1,-,CA $35.96
7360,6696-1,-,CA $142.30
7361,6697-1,CA $391.09,CA $20.22
7362,6698-1,CA $455.16,CA $30.90
7363,6699-1,CA $332.47,CA $49.31
7364,670-1,-,CA $38.30
7365,6701-1,CA $374.06,CA $96.37
7366,6702-1,CA $256.87,CA $73.47
7367,6703-1,CA $340.14,CA $74.20
7368,6704-1,-,CA $35.49
7369,6705-1,CA $161.67,CA $27.00
7370,6706-1,CA $195.87,CA $48.96
7371,6707-1,CA $14.71,CA $3.64
7372,6709-1,CA $66.52,CA $22.51
7373,6710-1,CA $69.84,CA $37.96
7374,671-1,CA $588.57,CA $16.65
7375,6712-1,CA $76.10,CA $19.87
7376,6713-1,CA $40.01,CA $23.14
7377,6714-1,CA $40.75,CA $12.06
7378,6716-1,CA $160.48,CA $47.89
7379,6718-1,CA $156.13,CA $39.84
7380,6719-1,CA $213.32,CA $41.08
7381,6720-1,CA $50.65,CA $22.45
7382,672-1,-,CA $20.06
7383,6721-1,-,CA $75.48
7384,6722-1,CA $113.85,CA $23.81
7385,673-1,CA $205.37,CA $18.06
7386,6731-1,CA $28.84,CA $4.56
7387,6732-1,CA $21.50,CA $4.34
7388,6733-1,CA $20.05,CA $5.90
7389,6734-1,CA $30.70,CA $8.86
7390,6735-1,CA $32.78,CA $10.59
7391,6736-1,CA $40.46,CA $19.67
7392,6737-1,CA $39.59,CA $14.73
7393,6738-1,CA $116.65,CA $50.47
7394,6739-1,CA $65.28,CA $34.01
7395,673F-1,CA $260.43,-
7396,6740-1,CA $113.69,CA $49.54
7397,674-1,-,CA $40.16
7398,6741-1,CA $18.83,CA $5.47
7399,6742-1,CA $17.36,CA $5.31
7400,6743-1,CA $30.94,CA $10.81
7401,6745-1,CA $51.67,CA $17.23
7402,6746-1,CA $345.95,CA $112.81
7403,6747-1,CA $73.87,CA $17.56
7404,6748-1,CA $530.77,CA $280.70
7405,6750-1,CA $783.20,CA $80.71
7406,675-1,-,CA $47.48
7407,6751-1,CA $102.74,CA $57.28
7408,6752-1,CA $142.51,CA $70.05
7409,6753-1,CA $268.30,CA $126.55
7410,6754-1,CA $210.30,CA $116.41
7411,6755-1,CA $636.96,CA $96.05
7412,6758-1,-,CA $14.50
7413,6759-1,-,CA $8.30
7414,6760-1,CA $30.66,CA $8.99
7415,6761-1,"CA $1,359.77",CA $168.78
7416,6762-1,"CA $1,607.37",CA $406.25
7417,6763-1,CA $570.15,CA $279.47
7418,6764-1,CA $346.91,CA $102.30
7419,6765-1,"CA $1,197.81",CA $177.98
7420,6766-1,CA $637.98,CA $274.77
7421,6769-1,"CA $2,470.05",CA $345.68
7422,6770-1,CA $633.24,CA $70.43
7423,677-1,-,CA $65.42
7424,6771-1,CA $31.37,CA $9.67
7425,6772-1,CA $21.10,CA $10.87
7426,6773-1,CA $34.59,CA $15.21
7427,6774-1,-,CA $20.44
7428,6775-1,CA $53.12,CA $31.96
7429,6776-1,CA $247.35,CA $86.31
7430,6780-1,"CA $2,414.65",CA $191.43
7431,6781-1,-,CA $149.34
7432,6783-1,"CA $2,583.68",CA $233.28
7433,6784-1,CA $41.91,CA $20.83
7434,6785-1,CA $47.62,CA $24.88
7435,6790-1,CA $48.44,CA $13.74
7436,6791-1,CA $59.42,CA $15.93
7437,6799-1,CA $198.62,CA $55.47
7438,6800-1,CA $15.07,CA $6.19
7439,680-1,-,CA $79.37
7440,6801-1,-,CA $16.25
7441,6802-1,-,CA $38.53
7442,6803-1,CA $402.13,CA $26.36
7443,6804-1,CA $357.67,CA $25.83
7444,6805-1,-,CA $19.95
7445,6806-1,CA $147.70,CA $23.46
7446,6807-1,-,CA $58.25
7447,6808-1,CA $94.54,CA $15.18
7448,6809-1,CA $417.42,CA $17.83
7449,6810-1,CA $217.06,CA $16.30
7450,681-1,-,CA $87.39
7451,6811-1,-,CA $11.13
7452,6812-1,-,CA $18.72
7453,6813-1,CA $105.31,CA $12.88
7454,6814-1,-,CA $13.54
7455,6815-1,CA $46.87,CA $9.04
7456,6816-1,CA $43.18,CA $5.62
7457,6817-1,CA $35.32,CA $8.96
7458,6818-1,CA $18.58,CA $8.06
7459,6820-1,CA $78.32,CA $20.49
7460,682-1,-,CA $43.34
7461,6821-1,-,CA $12.00
7462,6822-1,CA $321.09,CA $18.19
7463,6823-1,CA $284.46,CA $19.92
7464,6824-1,-,CA $26.09
7465,6825-1,CA $321.09,CA $26.99
7466,6826-1,CA $275.08,CA $17.62
7467,6827-1,CA $244.54,CA $19.24
7468,6828-1,CA $292.95,CA $42.34
7469,6829-1,CA $68.69,CA $12.24
7470,6830-1,CA $254.94,CA $18.90
7471,683-1,CA $462.23,CA $74.02
7472,6831-1,CA $77.06,CA $17.91
7473,6832-1,CA $147.32,CA $18.18
7474,6833-1,-,CA $16.43
7475,6834-1,-,CA $19.02
7476,6835-1,CA $74.11,CA $11.77
7477,6836-1,CA $23.72,CA $11.31
7478,6837-1,CA $56.38,CA $15.67
7479,684-1,CA $392.38,CA $73.03
7480,6841-1,-,CA $14.25
7481,6842-1,-,CA $18.91
7482,6844-1,-,CA $24.92
7483,6845-1,CA $195.09,CA $32.63
7484,6846-1,CA $383.78,CA $29.76
7485,6847-1,-,CA $24.19
7486,6848-1,CA $139.69,CA $30.06
7487,6848-2,-,CA $57.76
7488,6849-1,CA $179.82,CA $23.03
7489,6850-1,CA $218.16,CA $35.30
7490,685-1,-,CA $48.87
7491,6851-1,CA $174.44,CA $20.94
7492,685-2,-,CA $41.59
7493,6852-1,-,CA $18.83
7494,6854-1,CA $121.95,CA $18.56
7495,6856-1,CA $93.38,CA $14.15
7496,6857-1,CA $109.53,CA $66.35
7497,6858-1,CA $40.51,CA $19.54
7498,6860-1,CA $163.55,CA $77.64
7499,686-1,CA $149.11,CA $38.93
7500,6861-1,CA $385.31,CA $54.85
7501,6861-2,-,-
7502,6862-2,CA $43.99,CA $22.25
7503,6863-1,CA $79.65,CA $44.08
7504,6864-1,CA $131.02,CA $65.05
7505,6865-1,CA $49.63,CA $21.47
7506,6866-1,CA $172.80,CA $78.26
7507,6867-1,CA $91.14,CA $36.07
7508,6868-1,CA $129.25,CA $61.88
7509,6869-1,CA $159.70,CA $64.79
7510,6870-1,-,CA $27.64
7511,687-1,CA $274.67,CA $21.84
7512,6871-1,-,CA $41.25
7513,6872-1,CA $309.40,CA $33.17
7514,6873-1,CA $86.73,CA $44.84
7515,6874-1,CA $385.31,CA $28.73
7516,6875-1,CA $513.74,CA $40.04
7517,6876-1,CA $186.77,CA $47.07
7518,6877-1,-,CA $26.57
7519,6878-1,CA $384.36,CA $38.98
7520,6879-1,-,CA $28.84
7521,6880-1,CA $353.14,CA $36.55
7522,688-1,-,CA $28.57
7523,6881-1,-,CA $32.64
7524,6882-1,-,CA $54.21
7525,6883-1,-,CA $47.07
7526,6884-1,CA $144.12,CA $65.50
7527,6885-1,-,CA $38.15
7528,6886-1,-,CA $54.22
7529,6887-1,CA $321.09,CA $74.52
7530,6889-1,-,CA $34.65
7531,6890-1,-,CA $60.83
7532,689-1,CA $197.76,CA $26.58
7533,6891-1,-,CA $76.33
7534,6892-1,CA $384.02,CA $88.03
7535,6893-1,-,CA $48.32
7536,6894-1,-,CA $62.26
7537,6895-1,-,CA $71.52
7538,6896-1,-,CA $59.16
7539,6897-1,-,CA $58.07
7540,6898-1,-,CA $61.07
7541,6899-1,-,CA $36.80
7542,6900-1,-,CA $47.55
7543,690-1,CA $312.34,CA $42.43
7544,6901-1,-,CA $92.00
7545,6901-2,CA $16.21,CA $9.66
7546,6902-1,CA $34.83,CA $13.85
7547,6903-1,CA $32.04,CA $7.10
7548,6905-1,-,CA $25.48
7549,6907-1,CA $186.77,CA $28.33
7550,6909-1,CA $134.86,CA $136.00
7551,6910-1,CA $14.50,CA $4.94
7552,691-1,CA $186.77,CA $20.77
7553,6911-1,CA $15.07,CA $4.78
7554,6912-1,CA $26.09,CA $10.05
7555,6913-1,CA $26.28,CA $10.60
7556,6914-1,CA $49.84,CA $18.82
7557,6915-1,CA $313.89,CA $76.75
7558,6918-1,CA $80.53,CA $37.20
7559,6919-1,CA $77.06,CA $40.16
7560,692-1,CA $156.76,CA $23.17
7561,6921-1,CA $485.12,CA $226.09
7562,6923-1,-,CA $81.59
7563,6925-1,-,CA $123.98
7564,6926-1,CA $615.58,CA $81.24
7565,6927-1,-,CA $73.08
7566,6928-1,"CA $1,100.60",CA $93.94
7567,6929-1,-,CA $93.09
7568,6930-1,CA $743.00,CA $100.16
7569,693-1,CA $140.73,CA $22.93
7570,6931-1,-,CA $95.08
7571,6932-1,-,CA $135.74
7572,6933-1,CA $642.18,CA $120.28
7573,6934-1,CA $30.56,-
7574,6935-1,CA $46.98,CA $13.15
7575,6937-1,-,CA $9.27
7576,6938-1,CA $144.32,CA $45.01
7577,6939-1,-,CA $66.39
7578,6940-1,-,CA $147.57
7579,694-1,CA $226.01,CA $41.79
7580,6941-1,CA $737.68,CA $106.39
7581,6942-1,-,CA $11.43
7582,6943-1,CA $37.25,CA $12.77
7583,6944-1,-,CA $12.52
7584,6945-1,CA $14.13,CA $10.34
7585,6946-1,CA $25.74,CA $18.48
7586,6949-1,CA $207.16,CA $89.70
7587,6950-1,-,CA $116.28
7588,695-1,CA $148.32,CA $19.28
7589,6951-1,-,CA $114.23
7590,6952-1,CA $715.57,CA $108.95
7591,6953-1,CA $957.41,CA $155.27
7592,6954-1,-,CA $281.91
7593,6955-1,-,CA $298.18
7594,6956-1,-,CA $155.87
7595,6957-1,CA $297.08,CA $129.84
7596,6958-1,CA $350.56,CA $97.86
7597,6959-1,-,CA $142.88
7598,696-1,-,CA $36.11
7599,6963-1,CA $38.38,CA $25.62
7600,6963-2,CA $48.23,CA $18.39
7601,6964-1,CA $43.02,-
7602,6964-2,CA $51.36,-
7603,6965-1,CA $49.04,-
7604,6965-2,CA $32.10,CA $19.27
7605,6966-1,CA $17.93,CA $7.01
7606,6967-1,CA $23.13,CA $11.37
7607,6969-1,-,CA $71.28
7608,6970-1,-,CA $191.91
7609,697-1,CA $138.24,CA $23.14
7610,6971-1,-,CA $255.95
7611,6972-1,-,CA $192.77
7612,6973-1,-,CA $203.28
7613,6975-1,CA $495.53,CA $117.30
7614,6977-1,CA $306.06,CA $121.20
7615,6979-1,CA $324.37,CA $134.31
7616,6980-1,"CA $3,940.13",CA $233.52
7617,698-1,CA $313.28,CA $53.19
7618,6981-1,CA $497.69,CA $109.64
7619,6982-1,CA $403.75,CA $144.72
7620,6983-1,CA $814.54,CA $207.64
7621,6984-1,CA $940.15,CA $225.81
7622,6985-1,-,CA $350.27
7623,6986-1,"CA $3,170.45",CA $344.82
7624,6987-1,-,CA $430.40
7625,6988-1,CA $941.72,CA $299.00
7626,6989-1,"CA $1,489.48",CA $325.80
7627,6990-1,"CA $2,868.78",CA $625.19
7628,699-1,CA $185.15,CA $37.17
7629,6991-1,"CA $2,276.47",CA $875.11
7630,6999-1,CA $25.38,CA $43.86
7631,70000-1,CA $17.13,CA $9.11
7632,7000-1,CA $28.04,CA $6.96
7633,70001-1,CA $32.15,CA $11.25
7634,70002-1,CA $33.67,CA $18.43
7635,70003-1,CA $48.09,CA $25.38
7636,70004-1,CA $63.39,CA $25.81
7637,70005-1,CA $93.92,CA $29.46
7638,70006-1,CA $150.30,CA $71.65
7639,70007-1,CA $47.94,CA $22.96
7640,70008-1,CA $96.41,CA $41.73
7641,70009-1,CA $113.24,CA $58.83
7642,700-1,-,CA $5.23
7643,70010-1,CA $247.01,CA $135.78
7644,7001-1,CA $25.60,CA $7.23
7645,70011-1,CA $55.83,CA $32.23
7646,700.1-2,-,CA $424.21
7647,70012-2,CA $58.24,CA $49.93
7648,70013-1,CA $92.07,CA $34.30
7649,70014-1,CA $159.58,CA $113.36
7650,7002-1,CA $28.21,CA $10.29
7651,7003-1,CA $50.57,CA $8.02
7652,700.3A-2,-,CA $330.52
7653,7009-1,CA $97.41,CA $36.33
7654,700.B-1,-,CA $565.03
7655,700.C-1,-,CA $706.29
7656,700K-1,-,CA $878.94
7657,700L-1,-,-
7658,70100-1,CA $17.74,CA $8.38
7659,70101-1,CA $17.85,CA $8.11
7660,70102-1,CA $20.17,CA $7.51
7661,70103-1,CA $25.30,CA $8.55
7662,70104-1,CA $18.97,CA $8.67
7663,70105-1,CA $16.18,CA $9.42
7664,70106-1,CA $19.04,CA $6.95
7665,70107-1,CA $19.39,CA $11.30
7666,70108-1,CA $22.18,CA $9.18
7667,70109-1,CA $16.10,CA $7.44
7668,70110-1,CA $21.03,CA $7.37
7669,70111-1,CA $23.51,CA $11.09
7670,70112-1,CA $24.56,CA $8.59
7671,70113-1,CA $16.06,CA $10.48
7672,70114-1,CA $29.15,CA $14.22
7673,70115-1,CA $41.90,CA $28.13
7674,70123-1,CA $42.83,CA $12.10
7675,70124-1,CA $35.53,CA $12.23
7676,70125-1,CA $33.82,CA $11.15
7677,70126-1,CA $49.46,CA $13.03
7678,70127-1,CA $37.89,CA $12.73
7679,70128-1,CA $33.23,CA $16.69
7680,70129-1,CA $46.41,CA $18.33
7681,70130-1,CA $49.15,CA $21.78
7682,70143-1,CA $79.77,CA $29.70
7683,70144-1,CA $175.65,CA $46.30
7684,70145-1,CA $154.40,CA $84.44
7685,70146-1,CA $183.93,CA $99.25
7686,70147-1,CA $224.70,CA $100.88
7687,70149-1,CA $22.15,CA $12.86
7688,70150-1,CA $27.67,CA $12.20
7689,7015-1,CA $83.75,CA $28.81
7690,70151-1,CA $37.49,CA $16.84
7691,70155-1,CA $29.54,CA $8.51
7692,70156-1,CA $32.72,CA $18.31
7693,70160-1,CA $17.78,CA $11.99
7694,7016-1,CA $141.79,CA $57.90
7695,70161-1,CA $54.42,CA $21.74
7696,70162-1,CA $58.72,CA $36.59
7697,70163-1,CA $56.59,CA $40.41
7698,70164-1,CA $86.96,CA $45.43
7699,70165-1,CA $265.72,CA $134.48
7700,70166-1,CA $24.37,CA $13.98
7701,70167-1,CA $60.59,CA $27.64
7702,70168-1,CA $55.37,CA $35.47
7703,70169-1,CA $81.25,CA $43.22
7704,70170-1,CA $137.38,CA $80.17
7705,7017-1,CA $196.09,CA $70.65
7706,70171-1,CA $226.03,-
7707,70172-1,CA $437.44,-
7708,70173-1,CA $631.03,CA $179.80
7709,7018-1,CA $462.20,CA $251.00
7710,7019-1,CA $523.72,CA $301.15
7711,70200-1,CA $44.27,CA $13.76
7712,7020-1,CA $256.39,CA $97.46
7713,70201-1,CA $32.63,CA $12.99
7714,70202-1,CA $37.27,CA $13.22
7715,70203-1,CA $59.51,CA $14.80
7716,70204-1,CA $49.02,CA $16.88
7717,70205-1,CA $40.44,CA $14.16
7718,70206-1,CA $15.10,CA $22.23
7719,70207-1,CA $46.83,CA $16.61
7720,70208-1,CA $49.85,CA $30.54
7721,70209-1,CA $51.07,CA $27.66
7722,702-1,-,CA $94.17
7723,70210-1,CA $46.28,CA $23.22
7724,7021-1,CA $200.96,CA $143.91
7725,70211-1,CA $45.89,CA $30.97
7726,70212-1,CA $147.76,CA $48.13
7727,70220-1,CA $50.74,CA $14.20
7728,70221-1,CA $66.94,CA $23.39
7729,70222-1,CA $66.15,CA $28.62
7730,70223-1,CA $99.25,CA $68.88
7731,70224-1,CA $175.79,CA $101.39
7732,70225-1,CA $78.93,-
7733,70226-1,CA $86.66,CA $43.67
7734,70227-1,CA $136.74,CA $98.42
7735,70228-1,CA $65.49,CA $19.49
7736,70229-1,CA $29.08,CA $13.12
7737,70230-1,CA $31.64,CA $13.72
7738,70231-1,CA $27.11,CA $15.12
7739,70232-1,CA $32.01,CA $12.39
7740,7029-1,CA $329.58,CA $332.80
7741,7030-1,CA $70.44,CA $15.55
7742,703-1,-,-
7743,70310-1,CA $16.59,CA $8.11
7744,7031-1,CA $38.72,CA $10.22
7745,70311-1,CA $17.16,CA $8.53
7746,70312-1,CA $53.36,CA $22.89
7747,70313-1,CA $45.43,CA $19.59
7748,70314-1,CA $56.86,CA $25.81
7749,70315-1,CA $96.06,CA $51.01
7750,70316-1,CA $87.43,CA $49.35
7751,70317-1,CA $214.55,CA $107.38
7752,70318-1,CA $18.26,CA $8.80
7753,70319-1,CA $35.85,CA $19.16
7754,70320-1,CA $49.60,CA $26.22
7755,7032-1,CA $47.84,CA $26.80
7756,70321-1,CA $95.82,CA $63.65
7757,70322-1,CA $102.51,CA $67.69
7758,70323-1,CA $266.27,CA $112.16
7759,70324-1,CA $40.00,CA $29.87
7760,70325-1,CA $44.87,CA $30.97
7761,70326-1,CA $83.65,CA $58.22
7762,70327-1,CA $83.01,CA $51.55
7763,70330-1,CA $40.79,CA $14.12
7764,7033-1,CA $96.33,CA $28.18
7765,70331-1,CA $16.54,CA $9.17
7766,70332-1,-,CA $11.19
7767,70333-1,CA $18.02,CA $8.65
7768,70334-1,CA $15.34,CA $9.02
7769,70335-1,CA $15.65,CA $9.94
7770,70336-1,CA $21.99,CA $14.66
7771,70337-1,CA $24.13,CA $8.54
7772,70338-1,CA $17.75,CA $10.12
7773,70339-1,CA $21.42,CA $10.02
7774,7034-1,CA $73.84,CA $43.93
7775,70347-1,CA $17.47,CA $9.18
7776,70348-1,CA $54.75,CA $21.04
7777,70349-1,CA $62.13,CA $25.42
7778,70350-1,CA $44.71,CA $38.76
7779,7035-1,CA $136.41,CA $84.34
7780,70351-1,CA $141.16,CA $58.55
7781,70352-1,CA $160.97,CA $105.56
7782,70353-1,CA $52.89,CA $34.53
7783,70354-1,CA $96.75,CA $42.02
7784,70355-1,CA $103.72,CA $54.36
7785,70356-1,CA $193.94,CA $127.27
7786,70357-1,CA $235.11,CA $152.13
7787,70358-1,CA $68.08,CA $30.86
7788,70359-1,CA $43.45,CA $32.67
7789,7036-1,CA $280.99,CA $177.46
7790,70361-1,CA $32.69,CA $13.89
7791,70362-1,CA $51.52,CA $21.31
7792,70363-1,CA $32.39,CA $14.67
7793,70364-1,CA $41.53,CA $16.35
7794,70365-1,CA $32.07,CA $15.73
7795,70366-1,CA $35.90,CA $13.20
7796,7037-1,CA $174.00,CA $68.90
7797,70372-1,CA $3.86,-
7798,70373-1,CA $4.00,-
7799,7038-1,CA $110.97,CA $42.70
7800,70400-1,CA $46.94,CA $26.01
7801,7040-1,CA $70.30,CA $26.15
7802,70401-1,CA $75.20,CA $42.39
7803,70402-1,CA $165.50,CA $60.98
7804,70403-1,CA $219.83,CA $117.29
7805,70404-1,CA $614.70,CA $268.02
7806,70409-1,CA $47.02,CA $41.10
7807,704-1,CA $85.54,-
7808,70410-1,CA $91.77,CA $72.20
7809,7041-1,CA $168.22,CA $107.88
7810,70411-1,CA $138.42,CA $103.19
7811,70412-1,CA $204.57,CA $136.39
7812,70413-1,CA $398.38,CA $326.04
7813,70418-1,CA $28.57,CA $19.36
7814,70419-1,CA $43.92,CA $28.95
7815,70420-1,CA $42.19,CA $36.90
7816,7042-1,CA $30.40,CA $6.20
7817,70421-1,CA $54.90,CA $52.01
7818,70422-1,CA $69.04,CA $57.80
7819,70423-1,CA $84.50,CA $62.73
7820,70424-1,CA $122.11,CA $73.88
7821,70425-1,CA $188.16,CA $124.80
7822,70427-1,CA $28.33,CA $13.82
7823,70428-1,CA $27.20,CA $15.55
7824,70429-1,CA $41.11,CA $32.28
7825,70430-1,CA $39.43,CA $25.03
7826,7043-1,CA $33.89,CA $9.49
7827,70431-1,CA $76.55,CA $42.10
7828,70432-1,CA $74.59,-
7829,70433-1,CA $31.32,CA $13.89
7830,70434-1,CA $45.41,CA $16.03
7831,70435-1,CA $63.34,CA $47.89
7832,70436-1,CA $99.53,-
7833,70437-1,CA $230.41,-
7834,7044-1,CA $83.57,CA $32.69
7835,7045-1,CA $71.18,CA $37.30
7836,7046-1,CA $81.43,CA $39.57
7837,7047-1,CA $196.30,CA $104.87
7838,7048-1,CA $422.45,CA $211.36
7839,7049-1,CA $18.64,CA $7.50
7840,70500-1,CA $48.76,CA $19.68
7841,7050-1,CA $26.74,CA $10.61
7842,70501-1,CA $52.33,CA $20.16
7843,70502-1,CA $60.64,CA $20.86
7844,70503-1,CA $152.33,CA $51.71
7845,70504-1,CA $101.42,CA $62.62
7846,70505-1,CA $182.15,CA $88.37
7847,705-1,CA $15.23,CA $6.28
7848,7051-1,CA $92.16,CA $39.51
7849,7052-1,CA $296.70,CA $42.05
7850,705-4,-,CA $4.47
7851,70588-1,CA $83.14,CA $47.80
7852,70589-1,CA $72.66,CA $44.83
7853,70590-1,CA $93.00,-
7854,70591-1,CA $42.08,CA $23.67
7855,70592-1,CA $77.68,CA $39.98
7856,70593-1,CA $116.95,CA $59.53
7857,70594-1,CA $235.57,CA $121.18
7858,70595-1,CA $358.48,CA $151.96
7859,70596-1,CA $345.66,CA $187.61
7860,70599-1,CA $41.17,CA $12.78
7861,70600-1,CA $42.65,CA $24.51
7862,70601-1,CA $48.79,CA $22.31
7863,70602-1,CA $165.27,CA $47.76
7864,70603-1,CA $84.39,CA $48.75
7865,70604-1,CA $99.15,CA $52.35
7866,70605-1,CA $200.65,CA $79.32
7867,70606-1,CA $15.66,CA $9.13
7868,70607-1,CA $31.21,CA $18.24
7869,70608-1,CA $64.59,CA $38.22
7870,70609-1,CA $49.59,CA $29.83
7871,706-1,CA $35.56,CA $12.56
7872,70610-1,CA $50.03,CA $30.19
7873,70611-1,CA $76.18,CA $42.39
7874,70612-1,CA $108.99,CA $62.09
7875,70613-1,CA $156.24,CA $78.64
7876,70614-1,CA $90.92,CA $66.53
7877,70615-1,CA $121.66,CA $85.78
7878,70616-1,CA $216.31,CA $136.94
7879,70617-1,CA $176.92,CA $119.28
7880,70618-1,CA $351.12,CA $227.98
7881,70620-1,"CA $1,012.19",CA $636.44
7882,70621-1,CA $30.93,CA $18.36
7883,70622-1,CA $54.29,CA $29.22
7884,70623-1,CA $87.50,CA $50.14
7885,70624-1,CA $64.91,CA $50.56
7886,70625-1,CA $134.08,CA $50.40
7887,70626-1,CA $320.46,CA $192.12
7888,70627-1,CA $225.11,CA $132.04
7889,70628-1,CA $18.41,CA $9.28
7890,70629-1,CA $32.72,CA $21.87
7891,70631-1,CA $115.78,CA $75.40
7892,70632-1,CA $135.99,CA $86.66
7893,70633-1,CA $20.54,CA $8.73
7894,710-1,-,CA $65.10
7895,71010-1,CA $33.38,-
7896,71010-2,CA $112.11,CA $88.64
7897,7101-1,CA $89.85,CA $42.03
7898,71011-1,CA $35.32,CA $97.41
7899,71011-2,CA $105.23,CA $99.18
7900,71012-1,CA $42.51,-
7901,71012-2,CA $184.95,CA $178.69
7902,71013-1,CA $50.46,-
7903,71013-2,CA $108.01,CA $88.01
7904,71014-1,CA $75.42,CA $31.39
7905,71014-2,CA $143.41,-
7906,71016-1,CA $594.73,CA $428.51
7907,71017-1,CA $61.12,-
7908,71017-2,CA $105.59,CA $77.06
7909,71018-1,CA $33.38,CA $112.41
7910,71018-2,CA $102.66,CA $87.71
7911,71019-1,CA $25.70,CA $115.59
7912,71019-2,CA $110.64,CA $95.00
7913,71020-1,CA $32.93,CA $4.69
7914,71020-2,CA $120.41,CA $101.60
7915,71021-1,CA $55.76,-
7916,71021-2,CA $144.80,CA $122.53
7917,71022-1,CA $34.47,-
7918,71022-2,CA $244.37,CA $197.72
7919,71023-1,CA $6.95,-
7920,71023-2,CA $106.84,CA $96.03
7921,71024-1,CA $5.99,-
7922,71024-2,CA $118.83,CA $125.69
7923,71025-1,CA $6.74,-
7924,71025-2,CA $106.76,-
7925,71026-1,CA $6.14,-
7926,71026-2,CA $101.90,CA $121.99
7927,71026-3,CA $289.35,-
7928,71027-1,CA $6.17,-
7929,71027-2,CA $111.39,CA $89.91
7930,71028-1,CA $6.27,-
